airport,date,country,state,city,baseline_percent
Calgary International,2020-08-15,Canada,Alberta,Calgary,81
Calgary International,2020-05-03,Canada,Alberta,Calgary,100
Calgary International,2020-08-03,Canada,Alberta,Calgary,29
Calgary International,2020-09-14,Canada,Alberta,Calgary,100
Calgary International,2020-03-27,Canada,Alberta,Calgary,89
Calgary International,2020-07-18,Canada,Alberta,Calgary,77
Calgary International,2020-07-04,Canada,Alberta,Calgary,90
Calgary International,2020-06-09,Canada,Alberta,Calgary,93
Calgary International,2020-09-10,Canada,Alberta,Calgary,100
Calgary International,2020-04-17,Canada,Alberta,Calgary,88
Calgary International,2020-06-01,Canada,Alberta,Calgary,96
Calgary International,2020-10-07,Canada,Alberta,Calgary,99
Calgary International,2020-06-19,Canada,Alberta,Calgary,88
Calgary International,2020-04-25,Canada,Alberta,Calgary,80
Calgary International,2020-03-21,Canada,Alberta,Calgary,73
Calgary International,2020-09-27,Canada,Alberta,Calgary,95
Calgary International,2020-07-24,Canada,Alberta,Calgary,86
Calgary International,2020-04-19,Canada,Alberta,Calgary,84
Calgary International,2020-09-15,Canada,Alberta,Calgary,100
Calgary International,2020-06-23,Canada,Alberta,Calgary,91
Calgary International,2020-05-04,Canada,Alberta,Calgary,100
Calgary International,2020-06-11,Canada,Alberta,Calgary,87
Calgary International,2020-08-01,Canada,Alberta,Calgary,79
Calgary International,2020-03-20,Canada,Alberta,Calgary,96
Calgary International,2020-08-07,Canada,Alberta,Calgary,89
Calgary International,2020-04-09,Canada,Alberta,Calgary,94
Calgary International,2020-10-02,Canada,Alberta,Calgary,96
Calgary International,2020-03-31,Canada,Alberta,Calgary,91
Calgary International,2020-04-15,Canada,Alberta,Calgary,95
Calgary International,2020-04-26,Canada,Alberta,Calgary,72
Calgary International,2020-05-10,Canada,Alberta,Calgary,92
Calgary International,2020-06-04,Canada,Alberta,Calgary,86
Calgary International,2020-05-25,Canada,Alberta,Calgary,100
Calgary International,2020-08-05,Canada,Alberta,Calgary,89
Calgary International,2020-06-17,Canada,Alberta,Calgary,87
Calgary International,2020-07-14,Canada,Alberta,Calgary,96
Calgary International,2020-08-08,Canada,Alberta,Calgary,70
Calgary International,2020-05-09,Canada,Alberta,Calgary,71
Calgary International,2020-10-12,Canada,Alberta,Calgary,19
Calgary International,2020-10-01,Canada,Alberta,Calgary,96
Calgary International,2020-04-08,Canada,Alberta,Calgary,91
Calgary International,2020-07-29,Canada,Alberta,Calgary,86
Calgary International,2020-07-08,Canada,Alberta,Calgary,89
Calgary International,2020-06-06,Canada,Alberta,Calgary,65
Calgary International,2020-08-02,Canada,Alberta,Calgary,100
Calgary International,2020-06-20,Canada,Alberta,Calgary,74
Calgary International,2020-04-24,Canada,Alberta,Calgary,89
Calgary International,2020-05-01,Canada,Alberta,Calgary,88
Calgary International,2020-05-20,Canada,Alberta,Calgary,85
Calgary International,2020-07-12,Canada,Alberta,Calgary,100
Calgary International,2020-08-12,Canada,Alberta,Calgary,90
Calgary International,2020-05-16,Canada,Alberta,Calgary,65
Calgary International,2020-07-31,Canada,Alberta,Calgary,90
Calgary International,2020-10-15,Canada,Alberta,Calgary,95
Calgary International,2020-03-17,Canada,Alberta,Calgary,100
Calgary International,2020-09-30,Canada,Alberta,Calgary,96
Calgary International,2020-05-27,Canada,Alberta,Calgary,92
Calgary International,2020-05-28,Canada,Alberta,Calgary,98
Calgary International,2020-05-31,Canada,Alberta,Calgary,95
Calgary International,2020-06-28,Canada,Alberta,Calgary,81
Calgary International,2020-06-13,Canada,Alberta,Calgary,64
Calgary International,2020-09-28,Canada,Alberta,Calgary,100
Calgary International,2020-08-29,Canada,Alberta,Calgary,87
Calgary International,2020-04-03,Canada,Alberta,Calgary,83
Calgary International,2020-03-28,Canada,Alberta,Calgary,72
Calgary International,2020-07-25,Canada,Alberta,Calgary,68
Calgary International,2020-06-24,Canada,Alberta,Calgary,89
Calgary International,2020-03-18,Canada,Alberta,Calgary,94
Calgary International,2020-06-10,Canada,Alberta,Calgary,85
Calgary International,2020-10-16,Canada,Alberta,Calgary,93
Calgary International,2020-08-18,Canada,Alberta,Calgary,100
Calgary International,2020-08-21,Canada,Alberta,Calgary,92
Calgary International,2020-07-21,Canada,Alberta,Calgary,92
Calgary International,2020-07-28,Canada,Alberta,Calgary,100
Calgary International,2020-05-06,Canada,Alberta,Calgary,92
Calgary International,2020-09-20,Canada,Alberta,Calgary,100
Calgary International,2020-06-27,Canada,Alberta,Calgary,80
Calgary International,2020-10-04,Canada,Alberta,Calgary,80
Calgary International,2020-06-16,Canada,Alberta,Calgary,96
Calgary International,2020-05-02,Canada,Alberta,Calgary,78
Calgary International,2020-04-02,Canada,Alberta,Calgary,89
Calgary International,2020-05-12,Canada,Alberta,Calgary,99
Calgary International,2020-06-29,Canada,Alberta,Calgary,100
Calgary International,2020-03-30,Canada,Alberta,Calgary,100
Calgary International,2020-09-19,Canada,Alberta,Calgary,94
Calgary International,2020-10-14,Canada,Alberta,Calgary,94
Calgary International,2020-07-13,Canada,Alberta,Calgary,100
Calgary International,2020-07-23,Canada,Alberta,Calgary,88
Calgary International,2020-09-07,Canada,Alberta,Calgary,21
Calgary International,2020-10-03,Canada,Alberta,Calgary,88
Calgary International,2020-04-27,Canada,Alberta,Calgary,100
Calgary International,2020-04-30,Canada,Alberta,Calgary,89
Calgary International,2020-09-08,Canada,Alberta,Calgary,93
Calgary International,2020-07-30,Canada,Alberta,Calgary,93
Calgary International,2020-08-04,Canada,Alberta,Calgary,92
Calgary International,2020-09-29,Canada,Alberta,Calgary,100
Calgary International,2020-07-09,Canada,Alberta,Calgary,86
Calgary International,2020-05-17,Canada,Alberta,Calgary,64
Calgary International,2020-03-29,Canada,Alberta,Calgary,100
Calgary International,2020-09-04,Canada,Alberta,Calgary,96
Calgary International,2020-04-10,Canada,Alberta,Calgary,24
Calgary International,2020-06-12,Canada,Alberta,Calgary,86
Calgary International,2020-09-01,Canada,Alberta,Calgary,97
Calgary International,2020-08-19,Canada,Alberta,Calgary,98
Calgary International,2020-06-25,Canada,Alberta,Calgary,90
Calgary International,2020-08-16,Canada,Alberta,Calgary,91
Calgary International,2020-04-29,Canada,Alberta,Calgary,95
Calgary International,2020-09-24,Canada,Alberta,Calgary,95
Calgary International,2020-08-26,Canada,Alberta,Calgary,100
Calgary International,2020-10-13,Canada,Alberta,Calgary,99
Calgary International,2020-06-03,Canada,Alberta,Calgary,87
Calgary International,2020-07-22,Canada,Alberta,Calgary,89
Calgary International,2020-07-05,Canada,Alberta,Calgary,100
Calgary International,2020-04-28,Canada,Alberta,Calgary,99
Calgary International,2020-05-22,Canada,Alberta,Calgary,80
Calgary International,2020-06-22,Canada,Alberta,Calgary,100
Calgary International,2020-07-16,Canada,Alberta,Calgary,87
Calgary International,2020-05-30,Canada,Alberta,Calgary,62
Calgary International,2020-07-11,Canada,Alberta,Calgary,76
Calgary International,2020-05-21,Canada,Alberta,Calgary,85
Calgary International,2020-04-21,Canada,Alberta,Calgary,100
Calgary International,2020-09-06,Canada,Alberta,Calgary,76
Calgary International,2020-07-03,Canada,Alberta,Calgary,83
Calgary International,2020-05-18,Canada,Alberta,Calgary,21
Calgary International,2020-03-26,Canada,Alberta,Calgary,91
Calgary International,2020-05-19,Canada,Alberta,Calgary,91
Calgary International,2020-08-27,Canada,Alberta,Calgary,96
Calgary International,2020-08-23,Canada,Alberta,Calgary,100
Calgary International,2020-10-10,Canada,Alberta,Calgary,91
Calgary International,2020-07-19,Canada,Alberta,Calgary,67
Calgary International,2020-05-26,Canada,Alberta,Calgary,100
Calgary International,2020-08-28,Canada,Alberta,Calgary,100
Calgary International,2020-06-30,Canada,Alberta,Calgary,89
Calgary International,2020-03-22,Canada,Alberta,Calgary,58
Calgary International,2020-05-24,Canada,Alberta,Calgary,77
Calgary International,2020-09-12,Canada,Alberta,Calgary,90
Calgary International,2020-10-09,Canada,Alberta,Calgary,89
Calgary International,2020-09-23,Canada,Alberta,Calgary,97
Calgary International,2020-04-14,Canada,Alberta,Calgary,98
Calgary International,2020-07-06,Canada,Alberta,Calgary,100
Calgary International,2020-07-01,Canada,Alberta,Calgary,27
Calgary International,2020-08-14,Canada,Alberta,Calgary,91
Calgary International,2020-03-16,Canada,Alberta,Calgary,100
Calgary International,2020-05-11,Canada,Alberta,Calgary,100
Calgary International,2020-06-02,Canada,Alberta,Calgary,92
Calgary International,2020-08-24,Canada,Alberta,Calgary,100
Calgary International,2020-09-18,Canada,Alberta,Calgary,100
Calgary International,2020-04-05,Canada,Alberta,Calgary,65
Calgary International,2020-05-13,Canada,Alberta,Calgary,85
Calgary International,2020-08-31,Canada,Alberta,Calgary,100
Calgary International,2020-07-20,Canada,Alberta,Calgary,100
Calgary International,2020-04-23,Canada,Alberta,Calgary,95
Calgary International,2020-09-21,Canada,Alberta,Calgary,100
Calgary International,2020-08-22,Canada,Alberta,Calgary,89
Calgary International,2020-07-17,Canada,Alberta,Calgary,89
Calgary International,2020-06-21,Canada,Alberta,Calgary,87
Calgary International,2020-04-01,Canada,Alberta,Calgary,94
Calgary International,2020-04-22,Canada,Alberta,Calgary,90
Calgary International,2020-07-02,Canada,Alberta,Calgary,77
Calgary International,2020-05-29,Canada,Alberta,Calgary,83
Calgary International,2020-07-10,Canada,Alberta,Calgary,90
Calgary International,2020-09-11,Canada,Alberta,Calgary,100
Calgary International,2020-09-05,Canada,Alberta,Calgary,67
Calgary International,2020-07-26,Canada,Alberta,Calgary,96
Calgary International,2020-03-19,Canada,Alberta,Calgary,96
Calgary International,2020-06-05,Canada,Alberta,Calgary,86
Calgary International,2020-10-11,Canada,Alberta,Calgary,92
Calgary International,2020-07-15,Canada,Alberta,Calgary,86
Calgary International,2020-04-16,Canada,Alberta,Calgary,90
Calgary International,2020-09-22,Canada,Alberta,Calgary,100
Calgary International,2020-08-20,Canada,Alberta,Calgary,90
Calgary International,2020-04-11,Canada,Alberta,Calgary,37
Calgary International,2020-04-18,Canada,Alberta,Calgary,64
Calgary International,2020-03-25,Canada,Alberta,Calgary,91
Calgary International,2020-06-18,Canada,Alberta,Calgary,90
Calgary International,2020-03-23,Canada,Alberta,Calgary,100
Calgary International,2020-05-05,Canada,Alberta,Calgary,92
Calgary International,2020-10-08,Canada,Alberta,Calgary,98
Calgary International,2020-09-03,Canada,Alberta,Calgary,97
Calgary International,2020-08-11,Canada,Alberta,Calgary,100
Calgary International,2020-03-24,Canada,Alberta,Calgary,99
Calgary International,2020-08-25,Canada,Alberta,Calgary,100
Calgary International,2020-07-27,Canada,Alberta,Calgary,100
Calgary International,2020-07-07,Canada,Alberta,Calgary,97
Calgary International,2020-08-10,Canada,Alberta,Calgary,100
Calgary International,2020-04-13,Canada,Alberta,Calgary,88
Calgary International,2020-04-20,Canada,Alberta,Calgary,100
Calgary International,2020-06-14,Canada,Alberta,Calgary,100
Calgary International,2020-05-15,Canada,Alberta,Calgary,83
Calgary International,2020-04-06,Canada,Alberta,Calgary,100
Calgary International,2020-06-15,Canada,Alberta,Calgary,100
Calgary International,2020-10-05,Canada,Alberta,Calgary,100
Calgary International,2020-04-04,Canada,Alberta,Calgary,51
Calgary International,2020-09-17,Canada,Alberta,Calgary,99
Calgary International,2020-09-09,Canada,Alberta,Calgary,93
Calgary International,2020-08-09,Canada,Alberta,Calgary,100
Calgary International,2020-05-14,Canada,Alberta,Calgary,90
Calgary International,2020-09-02,Canada,Alberta,Calgary,92
Calgary International,2020-10-06,Canada,Alberta,Calgary,100
Calgary International,2020-04-12,Canada,Alberta,Calgary,69
Calgary International,2020-09-16,Canada,Alberta,Calgary,99
Edmonton International,2020-05-28,Canada,Alberta,Leduc County,60
Edmonton International,2020-07-19,Canada,Alberta,Leduc County,71
Edmonton International,2020-06-15,Canada,Alberta,Leduc County,76
Edmonton International,2020-10-15,Canada,Alberta,Leduc County,92
Edmonton International,2020-09-16,Canada,Alberta,Leduc County,77
Edmonton International,2020-06-01,Canada,Alberta,Leduc County,61
Edmonton International,2020-05-14,Canada,Alberta,Leduc County,25
Edmonton International,2020-08-14,Canada,Alberta,Leduc County,77
Edmonton International,2020-05-07,Canada,Alberta,Leduc County,76
Edmonton International,2020-09-09,Canada,Alberta,Leduc County,91
Edmonton International,2020-03-17,Canada,Alberta,Leduc County,70
Edmonton International,2020-09-01,Canada,Alberta,Leduc County,38
Edmonton International,2020-06-16,Canada,Alberta,Leduc County,53
Edmonton International,2020-09-22,Canada,Alberta,Leduc County,90
Edmonton International,2020-05-25,Canada,Alberta,Leduc County,63
Edmonton International,2020-09-20,Canada,Alberta,Leduc County,51
Edmonton International,2020-08-20,Canada,Alberta,Leduc County,94
Edmonton International,2020-07-30,Canada,Alberta,Leduc County,87
Edmonton International,2020-04-28,Canada,Alberta,Leduc County,56
Edmonton International,2020-06-14,Canada,Alberta,Leduc County,100
Edmonton International,2020-10-10,Canada,Alberta,Leduc County,92
Edmonton International,2020-04-17,Canada,Alberta,Leduc County,46
Edmonton International,2020-09-10,Canada,Alberta,Leduc County,71
Edmonton International,2020-10-01,Canada,Alberta,Leduc County,100
Edmonton International,2020-09-28,Canada,Alberta,Leduc County,100
Edmonton International,2020-05-02,Canada,Alberta,Leduc County,26
Edmonton International,2020-10-05,Canada,Alberta,Leduc County,100
Edmonton International,2020-07-28,Canada,Alberta,Leduc County,92
Edmonton International,2020-03-22,Canada,Alberta,Leduc County,51
Edmonton International,2020-06-07,Canada,Alberta,Leduc County,91
Edmonton International,2020-05-21,Canada,Alberta,Leduc County,37
Edmonton International,2020-09-02,Canada,Alberta,Leduc County,100
Edmonton International,2020-08-31,Canada,Alberta,Leduc County,91
Edmonton International,2020-09-27,Canada,Alberta,Leduc County,91
Edmonton International,2020-05-22,Canada,Alberta,Leduc County,70
Edmonton International,2020-08-25,Canada,Alberta,Leduc County,81
Edmonton International,2020-07-20,Canada,Alberta,Leduc County,99
Edmonton International,2020-07-22,Canada,Alberta,Leduc County,100
Edmonton International,2020-04-30,Canada,Alberta,Leduc County,64
Edmonton International,2020-06-25,Canada,Alberta,Leduc County,62
Edmonton International,2020-08-05,Canada,Alberta,Leduc County,97
Edmonton International,2020-04-20,Canada,Alberta,Leduc County,46
Edmonton International,2020-05-12,Canada,Alberta,Leduc County,68
Edmonton International,2020-05-13,Canada,Alberta,Leduc County,59
Edmonton International,2020-07-23,Canada,Alberta,Leduc County,78
Edmonton International,2020-05-19,Canada,Alberta,Leduc County,75
Edmonton International,2020-04-14,Canada,Alberta,Leduc County,62
Edmonton International,2020-09-21,Canada,Alberta,Leduc County,68
Edmonton International,2020-09-04,Canada,Alberta,Leduc County,84
Edmonton International,2020-10-04,Canada,Alberta,Leduc County,41
Edmonton International,2020-06-22,Canada,Alberta,Leduc County,74
Edmonton International,2020-09-30,Canada,Alberta,Leduc County,100
Edmonton International,2020-08-06,Canada,Alberta,Leduc County,60
Edmonton International,2020-03-25,Canada,Alberta,Leduc County,59
Edmonton International,2020-08-15,Canada,Alberta,Leduc County,92
Edmonton International,2020-06-11,Canada,Alberta,Leduc County,76
Edmonton International,2020-06-24,Canada,Alberta,Leduc County,88
Edmonton International,2020-06-19,Canada,Alberta,Leduc County,96
Edmonton International,2020-06-29,Canada,Alberta,Leduc County,72
